date,union,spd,gru,fdp,lin,afd,unionave,spdave,gruave,fdpave,linave,afdave,unionfow,spdfow,grufow,fdpfow,linfow,afdfow,unionall,spdall,gruall,fdpall,linall,afdall,unionfor,spdfor,grufor,fdpfor,linfor,afdfor,unionemn,spdemn,gruemn,fdpemn,linemn,afdemn,unioninf,spdinf,gruinf,fdpinf,lininf,afdinf,uniongms,spdgms,grugms,fdpgms,lingms,afdgms,unionins,spdins,gruins,fdpins,linins,afdins,unionyou,spdyou,gruyou,fdpyou,linyou,afdyou,unionges,spdges,gruges,fdpges,linges,afdges
1999-09-18,47,32,6,5,6,,45.1,33,6.1,5.3,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,47,32,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-23,46,32,6,5,6,,,,,,,,,,,,,,,,,,,,46,32,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-24,45,33,5,5,6,,,,,,,,47,34,5,5,5,,,,,,,,,,,,,,45,33,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-25,48,31,6,5,7,,45.5,32.9,5.9,5.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,48,31,6,5,7,,,,,,,,,,,,,,,,,,,,45.5,32.9,5.9,5.1,6.1,
1999-09-30,45,33,6,5,6,,,,,,,,,,,,,,,,,,,,45,33,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-01,44,34,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,44,34,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-02,48,31,6,4,7,,46.1,32.6,5.7,4.8,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,48,31,6,4,7,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-07,43,34,6,4,7,,,,,,,,,,,,,,,,,,,,43,34,6,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-08,44,35,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,44,35,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-09,48,31,6,5,7,,45.8,32.8,5.7,4.7,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,48,31,6,5,7,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-13,44.5,30.8,6.8,5.9,7.2,,,,,,,,,,,,,,44.5,30.8,6.8,5.9,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-14,43,33,6,4,8,,,,,,,,,,,,,,,,,,,,43,33,6,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-15,46,32,5,5,6,,,,,,,,47,33,6,4,6,,,,,,,,,,,,,,46,32,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-16,48,31,6,5,7,,45.5,32.5,5.9,4.6,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,48,31,6,5,7,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-21,44,33,5,4,8,,,,,,,,,,,,,,,,,,,,44,33,5,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-22,47,33,6,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,47,33,6,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-23,48,30,6,5,8,,46,32.2,5.9,4.6,7,,,,,,,,,,,,,,,,,,,,,,,,,,48,30,6,5,8,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-28,44,34,5,4,8,,,,,,,,,,,,,,,,,,,,44,34,5,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-29,45,33,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,45,33,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-30,49,30,5,5,8,,46.1,32.2,5.5,4.4,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,49,30,5,5,8,,,,,,,,,,,,,,,,,,,,46.1,32.2,5.5,4.4,7.3,
1999-11-04,47,31,5,4,7,,,,,,,,,,,,,,,,,,,,47,31,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-05,45,33,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,45,33,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-06,49,30,6,5,6,,46.6,31.8,5.4,4.4,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,49,30,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-11,45,32,5,5,7,,,,,,,,,,,,,,,,,,,,45,32,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-12,45,32,6,4,7,,,,,,,,48,33,5,4,6,,,,,,,,,,,,,,45,32,6,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-13,49,30,6,5,6,,46.6,31.8,5.3,4.4,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,49,30,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-17,44.7,30.4,6.9,6.9,6.8,,,,,,,,,,,,,,44.7,30.4,6.9,6.9,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-18,46,33,6,4,6,,,,,,,,,,,,,,,,,,,,46,33,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-19,45,32,6,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,45,32,6,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-20,48,31,6,5,6,,46.5,31.6,5.8,4.7,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,48,31,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-25,47,33,5,4,7,,,,,,,,,,,,,,,,,,,,47,33,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-26,46,32,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,46,32,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-27,48,31,5,4,7,,46.7,31.7,5.7,4.5,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,48,31,5,4,7,,,,,,,,,,,,,,,,,,,,46.7,31.7,5.7,4.5,6.6,
1999-12-02,45,34,5,4,7,,,,,,,,,,,,,,,,,,,,45,34,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-03,44,33,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,44,33,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-04,47,32,5,5,6,,46.1,32.1,5.5,4.6,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,47,32,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-09,45,34,6,5,6,,,,,,,,,,,,,,,,,,,,45,34,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-10,40,36,6,5,7,,,,,,,,45,36,5,4,6,,,,,,,,,,,,,,40,36,6,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-11,45,34,7,5,5,,45.2,33.5,5.4,4.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,45,34,7,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-15,41.6,32.3,7.5,6.4,7.1,,,,,,,,,,,,,,41.6,32.3,7.5,6.4,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-16,42,37,6,5,6,,,,,,,,,,,,,,,,,,,,42,37,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-17,39,37,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,39,37,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-18,45,35,6,5,6,,43.4,34.6,6,5,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,45,35,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-24,43,35,6,5,7,,43.3,34.8,6.2,5,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,43,35,6,5,7,,,,,,,,,,,,,,,,,,,,43.3,34.8,6.2,5,6.2,
2000-01-06,38,40,6,5,7,,,,,,,,,,,,,,,,,,,,38,40,6,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-07,37,38,6,6,7,,41.6,36,6.2,5.1,6.4,,,,,,,,,,,,,,,,,,,,37,38,6,6,7,,39,39,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-13,37,40,6,5,7,,,,,,,,,,,,,,,,,,,,37,40,6,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-14,37,39,6,6,6,,39.9,37.2,6.3,5.3,6.5,,,,,,,,,,,,,,,,,,,,37,39,6,6,6,,38,39,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-19,37.8,36.9,7.5,6.3,6.5,,,,,,,,,,,,,,37.8,36.9,7.5,6.3,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-20,29,44,6,8,8,,,,,,,,,,,,,,,,,,,,29,44,6,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-21,36,40,6,6,6,,37.2,39.1,6.3,5.7,6.7,,40,39,6,5,6,,,,,,,,,,,,,,36,40,6,6,6,,33,41,7,8,6,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-27,29,42,7,8,7,,,,,,,,,,,,,,,,,,,,29,42,7,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-28,32,41,7,7,7,,34.9,40.2,6.6,6.4,6.6,,,,,,,,,,,,,,,,,,,,32,41,7,7,7,,32,42,7,7,7,,,,,,,,,,,,,,,,,,,,34.9,40.2,6.6,6.4,6.6,
2000-02-03,28,42,7,9,7,,,,,,,,,,,,,,,,,,,,28,42,7,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-04,33,42,6,7,6,,33,41,6.7,7.1,6.7,,,,,,,,,,,,,,,,,,,,33,42,6,7,6,,31,43,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-10,26,41,9,10,8,,,,,,,,,,,,,,,,,,,,26,41,9,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-11,30,42,7,8,7,,31.4,41.5,7.1,7.7,6.7,,,,,,,,,,,,,,,,,,,,30,42,7,8,7,,31,42,8,7,7,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-17,28,42,8,7,8,,,,,,,,,,,,,,,,,,,,28,42,8,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-18,31,41,8,8,6,,30.2,41.8,7.5,7.8,6.9,,35,42,7,6,6,,,,,,,,,,,,,,31,41,8,8,6,,31,42,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-23,31.3,40.3,8,7.7,6.7,,,,,,,,,,,,,,31.3,40.3,8,7.7,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-24,26,43,7,10,8,,,,,,,,,,,,,,,,,,,,26,43,7,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-25,30,43,8,8,7,,29.9,41.8,7.8,8,7.1,,,,,,,,,,,,,,,,,,,,30,43,8,8,7,,31,43,8,8,7,,,,,,,,,,,,,,,,,,,,29.9,41.8,7.8,8,7.1,
2000-03-02,29,44,7,8,7,,,,,,,,,,,,,,,,,,,,29,44,7,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-03,31,43,7,8,6,,30.3,42.3,7.6,7.9,6.9,,,,,,,,,,,,,,,,,,,,31,43,7,8,6,,31,42,7,9,7,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-09,29,43,7,8,7,,,,,,,,,,,,,,,,,,,,29,43,7,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-10,30,42,6,10,6,,29.9,42.5,7.3,8.5,6.9,,,,,,,,,,,,,,,,,,,,30,42,6,10,6,,32,41,7,9,7,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-16,32,42,7,7,7,,,,,,,,,,,,,,,,,,,,32,42,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-17,32,41,8,9,6,,30.7,42.4,7.2,8.4,6.7,,35,43,6,6,5,,,,,,,,,,,,,,32,41,8,9,6,,33,40,7,8,7,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-22,31.3,39.8,8.5,7.9,7.1,,,,,,,,,,,,,,31.3,39.8,8.5,7.9,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-23,31,41,7,7,7,,,,,,,,,,,,,,,,,,,,31,41,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-24,33,41,6,9,6,,31.8,41.4,7,8.1,6.5,,,,,,,,,,,,,,,,,,,,33,41,6,9,6,,33,40,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-30,33,41,7,7,7,,,,,,,,,,,,,,,,,,,,33,41,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,36,39,7,7,7,,32.9,40.8,7.2,7.6,6.6,,,,,,,,,,,,,,,,,,,,36,39,7,7,7,,33,41,7,8,7,,,,,,,,,,,,,,,,,,,,32.9,40.8,7.2,7.6,6.6,
2000-04-06,33,41,7,8,7,,,,,,,,,,,,,,,,,,,,33,41,7,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-07,35,39,8,7,6,,33.1,40.3,7.2,7.7,6.8,,,,,,,,,,,,,,,,,,,,35,39,8,7,6,,34,39,8,7,7,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-13,33,41,7,7,7,,,,,,,,,,,,,,,,,,,,33,41,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-14,38,39,6,6,6,,34.1,40.1,7.1,7.4,6.7,,36,42,6,6,5,,,,,,,,,,,,,,38,39,6,6,6,,36,39,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-19,32,38.6,8.4,8.4,7.1,,,,,,,,,,,,,,32,38.6,8.4,8.4,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-20,38,41,6,5,6,,,,,,,,,,,,,,,,,,,,38,41,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-21,38,39,7,6,6,,35.3,39.9,7,6.7,6.3,,,,,,,,,,,,,,,,,,,,38,39,7,6,6,,36,39,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-27,37,39,7,6,5,,,,,,,,,,,,,,,,,,,,37,39,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-28,38,39,7,6,5,,36.2,39.7,6.8,6.4,5.9,,,,,,,,,,,,,,,,,,,,38,39,7,6,5,,36,40,7,7,6,,,,,,,,,,,,,,,,,,,,36.2,39.7,6.8,6.4,5.9,
2000-05-04,38,40,7,6,5,,,,,,,,,,,,,,,,,,,,38,40,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-05,38,40,7,6,6,,36.7,39.5,7,6.4,5.8,,,,,,,,,,,,,,,,,,,,38,40,7,6,6,,36,41,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-11,37,41,6,6,5,,,,,,,,,,,,,,,,,,,,37,41,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-12,37,41,6,6,5,,37.1,39.9,6.7,6.3,5.4,,,,,,,,,,,,,,,,,,,,37,41,6,6,5,,36,41,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-18,36,40,6,8,4,,,,,,,,,,,,,,,,,,,,36,40,6,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-19,37,40,6,8,5,,36.9,40.3,6.4,6.7,5.1,,37,40,6,7,5,,,,,,,,,,,,,,37,40,6,8,5,,36,40,6,9,5,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-25,35,40,7,9,4,,,,,,,,,,,,,,,,,,,,35,40,7,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-26,36,40,6,9,5,,36.3,40.4,6.1,7.6,4.8,,,,,,,,,,,,,,,,,,,,36,40,6,9,5,,36,40,6,9,5,,,,,,,,,,,,,,,,,,,,36.3,40.4,6.1,7.6,4.8,
2000-05-31,36,40,6,9,4,,,,,,,,,,,,,,,,,,,,36,40,6,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-02,36,39,6,9,5,,36.1,40,6.1,8.4,4.7,,,,,,,,,,,,,,,,,,,,36,39,6,9,5,,36,38,6,10,6,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-08,37,38,6,9,5,,,,,,,,,,,,,,,,,,,,37,38,6,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-09,37,39,6,8,5,,36.2,39.4,6.1,8.8,4.9,,,,,,,,,,,,,,,,,,,,37,39,6,8,5,,39,38,7,9,5,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-14,33,35.9,7.9,11.1,6.5,,,,,,,,,,,,,,33,35.9,7.9,11.1,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-15,38,38,6,10,4,,,,,,,,,,,,,,,,,,,,38,38,6,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-16,37,38,7,9,5,,36.5,38.4,6.4,9.3,5,,,,,,,,,,,,,,,,,,,,37,38,7,9,5,,39,37,7,9,6,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-22,38,36,6,10,5,,,,,,,,,,,,,,,,,,,,38,36,6,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-23,39,37,6,9,5,,37.3,37.5,6.5,9.4,5.2,,39,38,6,7,5,,,,,,,,,,,,,,39,37,6,9,5,,38,38,7,9,5,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-29,37,38,5,9,5,,,,,,,,,,,,,,,,,,,,37,38,5,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,37,38,6,9,5,,37.5,37.4,6.4,9.2,5.2,,,,,,,,,,,,,,,,,,,,37,38,6,9,5,,38,39,6,9,5,,,,,,,,,,,,,,,,,,,,37.5,37.4,6.4,9.2,5.2,
2000-07-06,38,39,5,9,4,,,,,,,,,,,,,,,,,,,,38,39,5,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-07,36,38,6,10,6,,37.9,37.8,6,9,5.1,,,,,,,,,,,,,,,,,,,,36,38,6,10,6,,38,39,6,8,5,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-13,37,38,5,11,4,,,,,,,,,,,,,,,,,,,,37,38,5,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-14,37,38,6,9,5,,37.5,38.3,5.8,9,4.9,,,,,,,,,,,,,,,,,,,,37,38,6,9,5,,37,39,6,9,6,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-19,32.3,37.1,7.1,11.5,6.8,,,,,,,,,,,,,,32.3,37.1,7.1,11.5,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-20,33,43,5,9,4,,,,,,,,,,,,,,,,,,,,33,43,5,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-21,36,39,6,9,5,,36.2,38.9,5.8,9.4,5.1,,,,,,,,,,,,,,,,,,,,36,39,6,9,5,,37,39,7,8,6,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-27,33,42,6,9,5,,,,,,,,,,,,,,,,,,,,33,42,6,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-28,35,40,6,8,5,,35.5,39.4,6,9.2,5.2,,38,40,5,7,5,,,,,,,,,,,,,,35,40,6,8,5,,36,40,6,8,6,,,,,,,,,,,,,,,,,,,,35.5,39.4,6,9.2,5.2,
2000-08-03,33,43,6,8,5,,,,,,,,,,,,,,,,,,,,33,43,6,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-04,35,40,6,8,5,,34.8,40.3,6,8.6,5.3,,,,,,,,,,,,,,,,,,,,35,40,6,8,5,,34,42,6,9,5,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-10,33,42,6,9,5,,,,,,,,,,,,,,,,,,,,33,42,6,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-11,34,41,6,8,6,,34.8,40.9,6,8.2,5.3,,,,,,,,,,,,,,,,,,,,34,41,6,8,6,,35,42,6,8,5,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-16,32.4,39,6.9,10.1,6.3,,,,,,,,,,,,,,32.4,39,6.9,10.1,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-17,33,43,6,8,5,,,,,,,,,,,,,,,,,,,,33,43,6,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-18,35,41,6,8,5,,34,41.3,6.1,8.4,5.3,,,,,,,,,,,,,,,,,,,,35,41,6,8,5,,35,42,6,8,5,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-24,33,43,6,8,5,,,,,,,,,,,,,,,,,,,,33,43,6,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-25,35,40,6,8,6,,33.9,41.5,6.1,8.4,5.3,,36,42,6,7,5,,,,,,,,,,,,,,35,40,6,8,6,,34,43,6,8,5,,,,,,,,,,,,,,,,,,,,33.9,41.5,6.1,8.4,5.3,
2000-08-30,33,43,6,7,5,,,,,,,,,,,,,,,,,,,,33,43,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-01,34,41,6,8,5,,34,41.7,6.1,8,5.2,,,,,,,,,,,,,,,,,,,,34,41,6,8,5,,34,43,6,8,6,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-06,34,43,6,7,5,,,,,,,,,,,,,,,,,,,,34,43,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-08,34,41,7,8,5,,34.2,42.1,6.1,7.7,5.2,,,,,,,,,,,,,,,,,,,,34,41,7,8,5,,34,43,6,8,5,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-13,32,44,6,8,5,,,,,,,,,,,,,,,,,,,,32,44,6,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-15,35,41,7,6,5,,34,42.4,6.2,7.5,5.1,,,,,,,,,,,,,,,,,,,,35,41,7,6,5,,35,41,6,8,5,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-20,34,42,6,7,5,,,,,,,,,,,,,,,,,,,,34,42,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-22,36,39,6,8,5,,34.2,41.8,6.2,7.6,5.1,,38,40,6,6,5,,,,,,,,,,,,,,36,39,6,8,5,,36,41,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-27,33.1,39,7.4,9.8,6.2,,,,,,,,,,,,,,33.1,39,7.4,9.8,6.2,,36,40,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-29,37,40,6,7,5,,35.2,40.7,6.2,7.4,5.2,,,,,,,,,,,,,,,,,,,,37,40,6,7,5,,37,40,6,7,5,,,,,,,,,,,,,,,,,,,,35.2,40.7,6.2,7.4,5.2,
2000-10-04,36,39,7,8,5,,,,,,,,,,,,,,,,,,,,36,39,7,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-06,37,41,6,7,5,,36,40.1,6.2,7.4,5.2,,,,,,,,,,,,,,,,,,,,37,41,6,7,5,,39,39,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-11,35,40,7,8,5,,,,,,,,,,,,,,,,,,,,35,40,7,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-13,38,40,6,7,5,,36.4,39.9,6.3,7.4,5.3,,,,,,,,,,,,,,,,,,,,38,40,6,7,5,,38,38,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-18,34,38,6.9,9.5,6,,,,,,,,,,,,,,34,38,6.9,9.5,6,,35,42,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-20,38,39,6,7,5,,36.7,39.6,6.3,7.3,5.4,,37,41,6,6,5,,,,,,,,,,,,,,38,39,6,7,5,,37,39,6,8,5,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-25,35,41,6,8,6,,,,,,,,,,,,,,,,,,,,35,41,6,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-27,38,39,6,7,5,,36.5,39.7,6.2,7.4,5.4,,,,,,,,,,,,,,,,,,,,38,39,6,7,5,,36,40,6,7,6,,,,,,,,,,,,,,,,,,,,36.5,39.7,6.2,7.4,5.4,
2000-11-01,36,41,6,7,6,,,,,,,,,,,,,,,,,,,,36,41,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-03,37,39,6,7,6,,36.3,39.9,6.1,7.3,5.6,,,,,,,,,,,,,,,,,,,,37,39,6,7,6,,37,39,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-08,35,41,6,7,6,,,,,,,,,,,,,,,,,,,,35,41,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-10,37,38,6,7,5,,36.5,39.8,6,7.1,5.6,,,,,,,,,,,,,,,,,,,,37,38,6,7,5,,37,39,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-15,33.8,37.8,7.4,9.6,6.1,,,,,,,,,,,,,,33.8,37.8,7.4,9.6,6.1,,35,41,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-17,38,38,5,7,5,,36.2,39.4,6,7.2,5.8,,38,41,6,6,5,,,,,,,,,,,,,,38,38,5,7,5,,37,39,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-22,37,39,6,8,5,,,,,,,,,,,,,,,,,,,,37,39,6,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-24,38,38,6,7,6,,36.6,39.2,6.1,7.2,5.6,,,,,,,,,,,,,,,,,,,,38,38,6,7,6,,37,39,7,7,5,,,,,,,,,,,,,,,,,,,,36.6,39.2,6.1,7.2,5.6,
