land,country,continent,date,erste,ersterate,zweite,zweiterate,population
Kap Verde,Cape Verde,Afrika,2021-06-22,     60771,10.82,2835,0.5,561901
Komoren,Comoros,Afrika,2021-06-22,     43140,4.86,41220,4.64,888456
Cookinseln,Cook Islands,Asien,2021-06-22,      9613,54.71,7943,45.2,17572
Zypern,Cyprus,Europa,2021-06-22,    447383,49.93,305723,34.12,896005
Dschibuti,Djibouti,Afrika,2021-06-22,     12547,1.25,8810,0.88,1002197
Dominica,Dominica,Nordamerika,2021-06-22,     20183,27.97,18009,24.95,72172
Ägypten,Egypt,Afrika,2021-06-22,   3315854,3.18,694613,0.67,104258327
Äquatorialguinea,Equatorial Guinea,Afrika,2021-06-22,    148579,10.25,108567,7.49,1449891
Falkland Inseln,Falkland Islands,Südamerika,2021-06-22,      2632,74.6,1775,50.31,3528
Fiji,Fiji,Asien,2021-06-22,    256018,28.36,17990,1.99,902899
Finnland,Finland,Europa,2021-06-22,   3091297,55.72,859240,15.49,5548361
Französisch-Polynesien,French Polynesia,Asien,2021-06-22,     67913,24.04,57571,20.38,282534
Gabun,Gabon,Afrika,2021-06-22,     23260,1.02,10331,0.45,2278829
Gambia,Gambia,Afrika,2021-06-22,     30421,1.22,10389,0.42,2486937
Ghana,Ghana,Afrika,2021-06-22,    852047,2.69,380829,1.2,31732128
Gibraltar,Gibraltar,Europa,2021-06-22,     39174,100,38795,100,33691
Grenada,Grenada,Nordamerika,2021-06-22,     19024,16.83,10133,8.97,113015
Guernsey,Guernsey,Europa,2021-06-22,     32969,52.01,13618,21.48,63385
Guyana,Guyana,Südamerika,2021-06-22,    227690,28.81,98635,12.48,790329
Iran,Iran,Asien,2021-06-22,   4013642,4.72,955000,1.12,85028760
Irak,Iraq,Asien,2021-06-22,    548696,1.33,256667,0.62,41179351
Jamaika,Jamaica,Nordamerika,2021-06-22,    163209,5.49,31106,1.05,2973462
Jersey,Jersey,Europa,2021-06-22,     68210,67.49,51765,51.22,101073
Jordanien,Jordan,Asien,2021-06-22,   2125824,20.7,1071454,10.43,10269022
Kosovo,Kosovo,Europa,2021-06-22,    116057,6.51,17811,1,1782115
Kuwait,Kuwait,Asien,2021-06-22,    822000,18.99,38000,0.88,4328553
Kirgisistan,Kyrgyzstan,Asien,2021-06-22,     88178,1.33,47400,0.72,6628347
Libanon,Lebanon,Asien,2021-06-22,    761818,11.25,368851,5.45,6769151
Lesotho,Lesotho,Afrika,2021-06-22,     36637,1.7,122,0.01,2159067
Liberia,Liberia,Afrika,2021-06-22,     68134,1.32,687,0.01,5180208
Luxemburg,Luxembourg,Europa,2021-06-22,    103558,16.31,37865,5.96,634814
Mali,Mali,Afrika,2021-06-22,    130574,0.63,45464,0.22,20855724
Mauretanien,Mauritania,Afrika,2021-06-22,     42333,0.89,6902,0.14,4775110
Mauritius,Mauritius,Afrika,2021-06-22,    380362,29.87,218501,17.16,1273428
Moldawien,Moldova,Europa,2021-06-22,    404766,10.06,237716,5.91,4024025
Monaco,Monaco,Europa,2021-06-22,     18836,47.66,15129,38.28,39520
Montserrat,Montserrat,Nordamerika,2021-06-22,      1394,27.99,1206,24.21,4981
Marokko,Morocco,Afrika,2021-06-22,   9594360,25.69,8451201,22.63,37344787
Mosambik,Mozambique,Afrika,2021-06-22,    320129,1,74801,0.23,32163045
Myanmar,Myanmar,Asien,2021-06-22,   1840758,3.36,1527284,2.79,54806014
Nepal,Nepal,Asien,2021-06-22,   2500196,8.43,731653,2.47,29674920
Niederlande,Netherlands,Europa,2021-06-22,   9102575,53,5658442,32.95,17173094
Neu-Kaledonien,New Caledonia,Asien,2021-06-22,     56691,19.67,47992,16.65,288217
Niger,Niger,Afrika,2021-06-22,    172812,0.69,13395,0.05,25130810
Nigeria,Nigeria,Afrika,2021-06-22,   1978808,0.94,680345,0.32,211400704
Oman,Oman,Asien,2021-06-22,    666000,12.75,193000,3.69,5223376
Pakistan,Pakistan,Asien,2021-06-22,   9308890,4.13,3107671,1.38,225199929
Palästina,Palestine,Asien,2021-06-22,    359349,6.88,231138,4.43,5222756
Panama,Panama,Nordamerika,2021-06-22,    953974,21.77,487465,11.13,4381583
Philippinen,Philippines,Asien,2021-06-22,   7045380,6.34,2183489,1.97,111046910
Ruanda,Rwanda,Afrika,2021-06-22,    350400,2.64,228169,1.72,13276517
Saint Helena,Saint Helena,Afrika,2021-06-22,      4361,71.55,3531,57.93,6095
Samoa,Samoa,Asien,2021-06-22,     43983,21.98,1195,0.6,200144
San Marino,San Marino,Europa,2021-06-22,     21768,64,21703,63.81,34010
São Tomé und Príncipe,Sao Tome and Principe,Afrika,2021-06-22,     12374,5.54,11270,5.05,223364
Senegal,Senegal,Afrika,2021-06-22,    477957,2.78,147491,0.86,17196308
Serbien,Serbia,Europa,2021-06-22,   2693998,39.21,2452243,35.69,6871547
Seychellen,Seychelles,Afrika,2021-06-22,     70660,71.44,67016,67.75,98910
Sierra Leone,Sierra Leone,Afrika,2021-06-22,     82145,1.01,15170,0.19,8141343
Singapur,Singapore,Asien,2021-06-22,   2971570,54.49,2057436,37.73,5453600
St. Martin,Sint Maarten (Dutch part),Nordamerika,2021-06-22,     20358,46.89,15851,36.51,43421
Salomon-Inseln,Solomon Islands,Asien,2021-06-22,     18042,2.56,3427,0.49,703995
Afrika,South Africa,Kontinent,2021-06-22,    519139,0.86,479768,0.8,60041996
Südsudan,South Sudan,Afrika,2021-06-22,     27338,0.24,2072,0.02,11381377
Sudan,Sudan,Afrika,2021-06-22,    520928,1.16,108764,0.24,44909351
Surinam,Suriname,Südamerika,2021-06-22,    145832,24.64,31396,5.31,591798
Schweden,Sweden,Europa,2021-06-22,   4637285,45.64,2816359,27.72,10160159
Syrien,Syria,Asien,2021-06-22,    102319,0.56,5957,0.03,18275704
Tadschikistan,Tajikistan,Asien,2021-06-22,    116341,1.19,15734,0.16,9749625
Togo,Togo,Afrika,2021-06-22,    270784,3.19,76462,0.9,8478242
Turkmenistan,Turkmenistan,Asien,2021-06-22,     32240,0.53,19506,0.32,6117933
Turks-und Caicosinseln,Turks and Caicos Islands,Nordamerika,2021-06-22,     22700,57.87,15410,39.29,39226
Uganda,Uganda,Afrika,2021-06-22,    537440,1.14,4129,0.01,47123533
VAE,United Arab Emirates,Asien,2021-06-22,   5081853,50.86,3836521,38.4,9991083
Usbekistan,Uzbekistan,Asien,2021-06-22,   1623764,4.78,1002919,2.96,33935765
Venezuela,Venezuela,Südamerika,2021-06-22,   1079134,3.76,223858,0.78,28704947
Wallis and Futuna,Wallis and Futuna,Asien,2021-06-22,      4532,40.85,4302,38.78,11094
Sambia,Zambia,Afrika,2021-06-22,    142089,0.75,6215,0.03,18920657
Afrika,Africa,Kontinent,2021-06-23,  30909025,2.25,14022864,1.02,1373486472
Albanien,Albania,Europa,2021-06-23,    532225,18.53,380649,13.25,2872934
Argentinien,Argentina,Südamerika,2021-06-23,  14886910,32.64,3759874,8.24,45605823
Aruba,Aruba,Nordamerika,2021-06-23,     67126,62.62,57730,53.86,107195
Asien,Asia,Kontinent,2021-06-23,1049389173,22.43,140867796,3.01,4678444992
Australien,Australia,Asien,2021-06-23,   5756508,22.32,1242690,4.82,25788217
Österreich,Austria,Europa,2021-06-23,   4616548,51.05,2730715,30.2,9043072
Aserbaidschan,Azerbaijan,Europa,2021-06-23,   1997612,19.54,1082728,10.59,10223344
Bahrain,Bahrain,Asien,2021-06-23,   1048212,59.96,930614,53.23,1748295
Bangladesch,Bangladesh,Asien,2021-06-23,   5823245,3.5,4267188,2.57,166303494
Barbados,Barbados,Nordamerika,2021-06-23,     93303,32.43,67756,23.55,287708
Belgien,Belgium,Europa,2021-06-23,   6689395,57.51,3743940,32.19,11632334
Belize,Belize,Nordamerika,2021-06-23,     79993,19.76,26017,6.43,404915
Bolivien,Bolivia,Südamerika,2021-06-23,   1684182,14.23,631864,5.34,11832936
Brasilien,Brazil,Südamerika,2021-06-23,  67890907,31.73,24891336,11.63,213993441
Bulgarien,Bulgaria,Europa,2021-06-23,    927575,13.45,767723,11.13,6896655
Kambodscha,Cambodia,Asien,2021-06-23,   3619420,21.36,2759164,16.28,16946446
Kanada,Canada,Nordamerika,2021-06-23,  25422962,66.78,8347750,21.93,38067913
Chile,Chile,Südamerika,2021-06-23,  12350227,64.28,9989781,52,19212362
Kolumbien,Colombia,Südamerika,2021-06-23,  10657628,20.79,5381189,10.5,51265841
Kroatien,Croatia,Europa,2021-06-23,   1462287,35.83,962408,23.58,4081657
Kuba,Cuba,Nordamerika,2021-06-23,   2467275,21.8,947660,8.37,11317498
Curaçao,Curacao,Nordamerika,2021-06-23,     88277,53.57,76989,46.72,164796
Zypern,Cyprus,Europa,2021-06-23,    452062,50.45,316211,35.29,896005
Tschechien,Czechia,Europa,2021-06-23,   4918928,45.87,2802766,26.13,10724553
Dänemark,Denmark,Europa,2021-06-23,   3133240,53.9,1717867,29.55,5813302
Dom. Rep.,Dominican Republic,Nordamerika,2021-06-23,   4746498,43.33,2655737,24.25,10953714
Ecuador,Ecuador,Südamerika,2021-06-23,   3057705,17.09,1318171,7.37,17888474
Ägypten,Egypt,Afrika,2021-06-23,   3418331,3.28,720604,0.69,104258327
El Salvador,El Salvador,Nordamerika,2021-06-23,   1508453,23.14,1078069,16.54,6518500
Äquatorialguinea,Equatorial Guinea,Afrika,2021-06-23,    149185,10.29,110295,7.61,1449891
Estland,Estonia,Europa,2021-06-23,    548324,41.38,408519,30.83,1325188
Eswatini,Eswatini,Afrika,2021-06-23,     36227,3.09,8078,0.69,1172369
Europa,Europe,Kontinent,2021-06-23, 295590418,39.47,191147604,25.52,748962983
Europa,European Union,Kontinent,2021-06-23, 217478324,48.63,134429767,30.06,447189915
Finnland,Finland,Europa,2021-06-23,   3128243,56.38,883499,15.92,5548361
Frankreich,France,Europa,2021-06-23,  33150060,49.06,18136624,26.84,67564251
Gabun,Gabon,Afrika,2021-06-23,     37888,1.66,11458,0.5,2278829
Gambia,Gambia,Afrika,2021-06-23,     30688,1.23,10389,0.42,2486937
Georgien,Georgia,Europa,2021-06-23,    155320,3.9,87131,2.19,3979773
Deutschland,Germany,Europa,2021-06-23,  44054185,52.51,28099193,33.49,83900471
Griechenland,Greece,Europa,2021-06-23,   4604203,44.4,3321644,32.03,10370747
Grönland,Greenland,Nordamerika,2021-06-23,     23009,40.46,10416,18.32,56868
Guatemala,Guatemala,Nordamerika,2021-06-23,    727397,3.99,153173,0.84,18249868
Guinea,Guinea,Afrika,2021-06-23,    382506,2.83,148636,1.1,13497237
Hongkong,Hong Kong,Asien,2021-06-23,   2026256,26.83,1322096,17.5,7552800
Ungarn,Hungary,Europa,2021-06-23,   5445544,56.52,4657776,48.35,9634162
Island,Iceland,Europa,2021-06-23,    250484,72.95,166490,48.49,343360
Indien,India,Asien,2021-06-23, 241720520,17.35,51649818,3.71,1393409033
Indonesien,Indonesia,Asien,2021-06-23,  24358856,8.81,12640041,4.57,276361788
Irland,Ireland,Europa,2021-06-23,   2521148,50.6,1617283,32.46,4982904
Isle of Man,Isle of Man,Europa,2021-06-23,     62420,73.08,36126,42.3,85410
Israel,Israel,Asien,2021-06-23,   5533611,59.56,5169812,55.64,9291000
Italien,Italy,Europa,2021-06-23,  32592569,53.99,16823233,27.87,60367471
Japan,Japan,Asien,2021-06-23,  28416848,22.54,13082941,10.38,126050796
Jersey,Jersey,Europa,2021-06-23,     69246,68.51,51963,51.41,101073
Kasachstan,Kazakhstan,Europa,2021-06-23,   2857255,15.04,1753969,9.23,18994958
Kenia,Kenya,Afrika,2021-06-23,    997420,1.81,203905,0.37,54985702
Kirgisistan,Kyrgyzstan,Asien,2021-06-23,     99900,1.51,73800,1.11,6628347
Lettland,Latvia,Europa,2021-06-23,    608409,32.59,507498,27.18,1866934
Libanon,Lebanon,Asien,2021-06-23,    794834,11.74,380671,5.62,6769151
Liechtenstein,Liechtenstein,Europa,2021-06-23,     18717,48.93,12321,32.21,38254
Litauen,Lithuania,Europa,2021-06-23,   1221298,45.4,946924,35.2,2689862
Macau,Macao,Asien,2021-06-23,    217211,32.99,91618,13.92,658391
Malawi,Malawi,Afrika,2021-06-23,    384671,1.96,41685,0.21,19647681
Malaysia,Malaysia,Asien,2021-06-23,   4863452,14.84,1828342,5.58,32776195
Malediven,Maldives,Asien,2021-06-23,    315822,58.1,185671,34.15,543620
Malta,Malta,Europa,2021-06-23,    353895,68.57,299151,57.96,516100
Mauretanien,Mauritania,Afrika,2021-06-23,    135460,2.84,6902,0.14,4775110
Mexiko,Mexico,Nordamerika,2021-06-23,  29099499,22.34,18006199,13.82,130262220
Moldawien,Moldova,Europa,2021-06-23,    410648,10.2,244889,6.09,4024025
Mongolei,Mongolia,Asien,2021-06-23,   1931642,58.02,1713649,51.47,3329282
Montenegro,Montenegro,Europa,2021-06-23,    148571,23.66,131068,20.87,628051
Marokko,Morocco,Afrika,2021-06-23,   9685199,25.93,8566567,22.94,37344787
Namibia,Namibia,Afrika,2021-06-23,    110597,4.27,21463,0.83,2587344
Neuseeland,New Zealand,Asien,2021-06-23,    652197,12.73,395262,7.72,5122600
Nordamerika,North America,Kontinent,2021-06-23, 250563428,42,190719432,31.97,596581283
Nordmazedonien,North Macedonia,Europa,2021-06-23,    286317,13.75,208592,10.02,2082661
Norwegen,Norway,Europa,2021-06-23,   2338095,42.78,1527089,27.94,5465629
Ozeanien,Oceania,Kontinent,2021-06-23,   6958258,16.1,1778372,4.11,43219954
Paraguay,Paraguay,Südamerika,2021-06-23,    696866,9.65,139308,1.93,7219641
Peru,Peru,Südamerika,2021-06-23,   4118044,12.34,2954720,8.86,33359415
Polen,Poland,Europa,2021-06-23,  16409509,43.41,11934134,31.57,37797000
Portugal,Portugal,Europa,2021-06-23,   5041832,49.59,3158900,31.07,10167923
Katar,Qatar,Asien,2021-06-23,   1635054,55.79,1291012,44.05,2930524
Rumänien,Romania,Europa,2021-06-23,   4661527,24.37,4410810,23.06,19127772
Russland,Russia,Europa,2021-06-23,  20390788,13.97,15653349,10.73,145912022
Saint Lucia,Saint Lucia,Nordamerika,2021-06-23,     30270,16.42,21293,11.55,184401
Slowakei,Slovakia,Europa,2021-06-23,   1980997,36.28,1430701,26.2,5460726
Slowenien,Slovenia,Europa,2021-06-23,    825995,39.74,637056,30.65,2078723
Somalia,Somalia,Afrika,2021-06-23,    135760,0.83,54639,0.33,16359500
Südamerika,South America,Kontinent,2021-06-23, 118996265,27.4,50921497,11.73,434260137
Südkorea,South Korea,Asien,2021-06-23,  15269166,29.76,4490205,8.75,51305184
Spanien,Spain,Europa,2021-06-23,  24079429,51.51,15602526,33.38,46745211
Surinam,Suriname,Südamerika,2021-06-23,    149697,25.3,32634,5.51,591798
Schweiz,Switzerland,Europa,2021-06-23,   4207377,48.27,2922027,33.53,8715494
Taiwan,Taiwan,Asien,2021-06-23,   1714268,7.19,31862,0.13,23855008
Thailand,Thailand,Asien,2021-06-23,   6017424,8.6,2382896,3.41,69950844
Trinidad Tobago,Trinidad and Tobago,Nordamerika,2021-06-23,    183832,13.1,51568,3.67,1403374
Tunesien,Tunisia,Afrika,2021-06-23,   1215888,10.19,445967,3.74,11935764
Türkei,Turkey,Europa,2021-06-23,  30267732,35.59,14683436,17.27,85042736
Ukraine,Ukraine,Europa,2021-06-23,   1794003,4.13,435556,1,43466822
Großbritannien,United Kingdom,Europa,2021-06-23,  43656327,64.01,31908103,46.78,68207114
USA,United States,Nordamerika,2021-06-23, 182344257,54.92,157614451,47.47,332915074
Uruguay,Uruguay,Südamerika,2021-06-23,   2194643,62.97,1498352,42.99,3485152
Vietnam,Vietnam,Asien,2021-06-23,   2488655,2.54,137682,0.14,98168829
Welt,World,Welt,2021-06-23,1752406567,22.25,589457565,7.49,7874965730
Simbabwe,Zimbabwe,Afrika,2021-06-23,    715054,4.74,451773,2.99,15092171
Afghanistan,Afghanistan,Asien,2021-06-23,    582128,1.46,183762,0.46,39835428
Andorra,Andorra,Europa,2021-06-23,     38667,49.99,24598,31.8,77354
Angola,Angola,Afrika,2021-06-23,    866381,2.55,513793,1.51,33933611
Anguilla,Anguilla,Nordamerika,2021-06-23,      9183,60.71,6015,39.77,15125
Antigua und Barbuda,Antigua and Barbuda,Nordamerika,2021-06-23,     35768,36.23,27041,27.39,98728
Armenien,Armenia,Europa,2021-06-23,     52509,1.77,11784,0.4,2968128
Bahamas,Bahamas,Nordamerika,2021-06-23,     54199,13.66,25047,6.31,396914
Belarus,Belarus,Europa,2021-06-23,    701183,7.43,372099,3.94,9442867
Benin,Benin,Afrika,2021-06-23,     21834,0.18,4790,0.04,12451031
Bermuda,Bermuda,Nordamerika,2021-06-23,     41198,66.35,35662,57.43,62092
Bosnien und Herzeg.,Bosnia and Herzegovina,Europa,2021-06-23,    257898,7.9,65354,2,3263459
Botswana,Botswana,Afrika,2021-06-23,    153403,6.4,66085,2.76,2397240
Britische Jungferninseln,British Virgin Islands,Nordamerika,2021-06-23,     12405,40.78,7873,25.88,30423
Brunei,Brunei,Asien,2021-06-23,     57353,12.99,12524,2.84,441532
Kamerun,Cameroon,Afrika,2021-06-23,     78476,0.29,18769,0.07,27224262
Kap Verde,Cape Verde,Afrika,2021-06-23,     60771,10.82,2835,0.5,561901
Cayman Islands,Cayman Islands,Nordamerika,2021-06-23,     47419,71.31,41949,63.08,66498
Komoren,Comoros,Afrika,2021-06-23,     43140,4.86,41220,4.64,888456
Cookinseln,Cook Islands,Asien,2021-06-23,      9613,54.71,7943,45.2,17572
Costa Rica,Costa Rica,Nordamerika,2021-06-23,   1535967,29.89,795063,15.47,5139053
Dschibuti,Djibouti,Afrika,2021-06-23,     12547,1.25,8810,0.88,1002197
Dominica,Dominica,Nordamerika,2021-06-23,     20183,27.97,18009,24.95,72172
Färöer Inseln,Faeroe Islands,Europa,2021-06-23,     26326,53.67,18088,36.87,49053
Falkland Inseln,Falkland Islands,Südamerika,2021-06-23,      2632,74.6,1775,50.31,3528
Fiji,Fiji,Asien,2021-06-23,    256018,28.36,17990,1.99,902899
Französisch-Polynesien,French Polynesia,Asien,2021-06-23,     67913,24.04,57571,20.38,282534
Ghana,Ghana,Afrika,2021-06-23,    852047,2.69,380829,1.2,31732128
Gibraltar,Gibraltar,Europa,2021-06-23,     39174,100,38795,100,33691
Grenada,Grenada,Nordamerika,2021-06-23,     19024,16.83,10133,8.97,113015
Guernsey,Guernsey,Europa,2021-06-23,     32969,52.01,13618,21.48,63385
Guyana,Guyana,Südamerika,2021-06-23,    227690,28.81,98635,12.48,790329
Honduras,Honduras,Nordamerika,2021-06-23,    533888,5.31,58000,0.58,10062994
Iran,Iran,Asien,2021-06-23,   4013642,4.72,955000,1.12,85028760
Irak,Iraq,Asien,2021-06-23,    548696,1.33,256667,0.62,41179351
Jamaika,Jamaica,Nordamerika,2021-06-23,    163209,5.49,31106,1.05,2973462
Jordanien,Jordan,Asien,2021-06-23,   2125824,20.7,1071454,10.43,10269022
Kosovo,Kosovo,Europa,2021-06-23,    116057,6.51,17811,1,1782115
Kuwait,Kuwait,Asien,2021-06-23,    822000,18.99,38000,0.88,4328553
Laos,Laos,Asien,2021-06-23,    798257,10.82,470370,6.37,7379358
Lesotho,Lesotho,Afrika,2021-06-23,     36637,1.7,122,0.01,2159067
Liberia,Liberia,Afrika,2021-06-23,     68134,1.32,687,0.01,5180208
Luxemburg,Luxembourg,Europa,2021-06-23,    103558,16.31,37865,5.96,634814
Mali,Mali,Afrika,2021-06-23,    130574,0.63,45464,0.22,20855724
Mauritius,Mauritius,Afrika,2021-06-23,    380362,29.87,218501,17.16,1273428
Monaco,Monaco,Europa,2021-06-23,     18836,47.66,15129,38.28,39520
Montserrat,Montserrat,Nordamerika,2021-06-23,      1394,27.99,1206,24.21,4981
Mosambik,Mozambique,Afrika,2021-06-23,    320129,1,74801,0.23,32163045
Myanmar,Myanmar,Asien,2021-06-23,   1840758,3.36,1527284,2.79,54806014
Nepal,Nepal,Asien,2021-06-23,   2500196,8.43,731653,2.47,29674920
Niederlande,Netherlands,Europa,2021-06-23,   9102575,53,5658442,32.95,17173094
Neu-Kaledonien,New Caledonia,Asien,2021-06-23,     56691,19.67,47992,16.65,288217
Niger,Niger,Afrika,2021-06-23,    172812,0.69,13395,0.05,25130810
Nigeria,Nigeria,Afrika,2021-06-23,   1978808,0.94,680345,0.32,211400704
Oman,Oman,Asien,2021-06-23,    666000,12.75,193000,3.69,5223376
Pakistan,Pakistan,Asien,2021-06-23,   9308890,4.13,3107671,1.38,225199929
Palästina,Palestine,Asien,2021-06-23,    359349,6.88,231138,4.43,5222756
Panama,Panama,Nordamerika,2021-06-23,    953974,21.77,487465,11.13,4381583
Philippinen,Philippines,Asien,2021-06-23,   7045380,6.34,2183489,1.97,111046910
Ruanda,Rwanda,Afrika,2021-06-23,    350400,2.64,228169,1.72,13276517
Saint Helena,Saint Helena,Afrika,2021-06-23,      4361,71.55,3531,57.93,6095
St. Kitts und Nevis,Saint Kitts and Nevis,Nordamerika,2021-06-23,     22656,42.31,15350,28.67,53546
Samoa,Samoa,Asien,2021-06-23,     43983,21.98,1195,0.6,200144
San Marino,San Marino,Europa,2021-06-23,     21768,64,21703,63.81,34010
São Tomé und Príncipe,Sao Tome and Principe,Afrika,2021-06-23,     12374,5.54,11270,5.05,223364
Senegal,Senegal,Afrika,2021-06-23,    477957,2.78,147491,0.86,17196308
Serbien,Serbia,Europa,2021-06-23,   2693998,39.21,2452243,35.69,6871547
Seychellen,Seychelles,Afrika,2021-06-23,     70660,71.44,67016,67.75,98910
Sierra Leone,Sierra Leone,Afrika,2021-06-23,     82145,1.01,15170,0.19,8141343
Singapur,Singapore,Asien,2021-06-23,   2971570,54.49,2057436,37.73,5453600
St. Martin,Sint Maarten (Dutch part),Nordamerika,2021-06-23,     20358,46.89,15851,36.51,43421
Salomon-Inseln,Solomon Islands,Asien,2021-06-23,     18042,2.56,3427,0.49,703995
Afrika,South Africa,Kontinent,2021-06-23,    519139,0.86,479768,0.8,60041996
Südsudan,South Sudan,Afrika,2021-06-23,     27338,0.24,2072,0.02,11381377
Sri Lanka,Sri Lanka,Asien,2021-06-23,   2482166,11.55,842183,3.92,21497306
Sudan,Sudan,Afrika,2021-06-23,    520928,1.16,108764,0.24,44909351
Schweden,Sweden,Europa,2021-06-23,   4637285,45.64,2816359,27.72,10160159
Syrien,Syria,Asien,2021-06-23,    102319,0.56,5957,0.03,18275704
Tadschikistan,Tajikistan,Asien,2021-06-23,    116341,1.19,15734,0.16,9749625
Osttimor,Timor,Asien,2021-06-23,    166148,12.36,23118,1.72,1343875
Togo,Togo,Afrika,2021-06-23,    270784,3.19,76462,0.9,8478242
Turkmenistan,Turkmenistan,Asien,2021-06-23,     32240,0.53,19506,0.32,6117933
Turks-und Caicosinseln,Turks and Caicos Islands,Nordamerika,2021-06-23,     22700,57.87,15410,39.29,39226
Uganda,Uganda,Afrika,2021-06-23,    537440,1.14,4129,0.01,47123533
VAE,United Arab Emirates,Asien,2021-06-23,   5081853,50.86,3836521,38.4,9991083
Usbekistan,Uzbekistan,Asien,2021-06-23,   1623764,4.78,1002919,2.96,33935765
Venezuela,Venezuela,Südamerika,2021-06-23,   1079134,3.76,223858,0.78,28704947
Wallis and Futuna,Wallis and Futuna,Asien,2021-06-23,      4532,40.85,4302,38.78,11094
Sambia,Zambia,Afrika,2021-06-23,    142089,0.75,6215,0.03,18920657
Afrika,Africa,Kontinent,2021-06-24,  31702143,2.31,14566440,1.06,1373486472
Albanien,Albania,Europa,2021-06-24,    537018,18.69,385868,13.43,2872934
