land,country,name,id,nuts,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-04,2021-01-10,2021-01-17,2021-01-24
Jamaika,Jamaica,Jamaika,JM,JM,1,1,5,9,9,5,2,2,2,2,1,2,3,2,2,2,3,4,6,7,17,42,53,48,64,75,64,58,47,34,29,27,25,26,28,28,34,39,35,26,31,41,46
Japan,Japan,Japan,JP,JP,2,4,6,5,3,2,1,1,0,0,0,1,1,1,3,4,6,10,14,13,11,10,8,6,5,5,6,6,6,6,7,9,12,18,24,25,26,29,32,36,53,67,58
Jersey,Jersey,Jersey,JE,JE,130,139,87,63,40,12,9,11,6,5,5,6,6,2,6,10,6,4,12,19,17,18,19,6,8,19,26,45,64,75,78,105,147,156,182,507,789,908,820,450,287,216,139
Jordanien,Jordan,Jordanien,JO,JO,2,1,1,1,0,1,1,2,1,1,2,2,2,1,1,1,0,0,1,2,3,6,8,13,23,51,106,161,215,276,375,551,665,726,692,555,444,366,278,203,203,170,115
Kasachstan,Kazakhstan,Kasachstan,KZ,KZ,3,4,6,9,12,13,13,18,26,23,19,26,35,164,205,124,124,143,158,122,79,48,35,31,23,20,18,19,19,20,29,45,55,61,67,68,66,62,66,82,61,53,84
Kenia,Kenya,Kenia,KE,KE,0,0,0,0,0,1,1,1,2,3,3,4,5,6,8,10,14,16,16,15,11,7,5,4,3,4,5,6,10,15,20,24,27,28,24,20,16,11,8,4,4,4,3
Kosovo,Kosovo,Kosovo,KV,KV,7,15,22,22,16,7,7,8,5,11,22,52,66,66,125,132,110,170,185,146,122,107,93,72,52,46,42,39,60,98,183,345,497,564,553,473,418,354,235,155,165,216,240
Kuwait,Kuwait,Kuwait,KW,KW,9,23,32,43,72,131,231,295,286,247,208,183,211,241,233,217,208,204,186,194,206,197,212,237,231,206,178,177,214,246,243,237,241,195,131,101,89,85,80,79,109,151,163
Kirgisistan,Kyrgyzstan,Kirgisistan,KG,KG,3,5,5,4,4,5,6,6,9,9,9,20,41,66,93,298,340,153,105,75,45,29,20,16,16,22,33,44,75,106,113,111,109,100,89,84,75,59,44,33,28,27,24
Laos,Laos,Laos,LA,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lettland,Latvia,Lettland,LV,LV,21,14,10,8,8,7,7,6,3,2,2,1,1,1,3,4,2,3,4,4,2,4,5,4,5,11,29,52,71,105,140,178,230,262,335,427,453,501,555,602,689,686,596
Libanon,Lebanon,Libanon,LB,LB,4,3,2,1,1,2,3,4,5,3,3,4,4,4,9,14,21,30,41,59,83,117,121,109,130,175,222,239,261,276,298,335,334,326,315,303,287,307,362,457,264,931,1323
Lesotho,Lesotho,Lesotho,LS,LS,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,0,0,0,0,0,1,4,10,13,10,17,14,11,13,6,6,8,13,15,12,12,7,6,5,1,4,6,3,3,8,18,31,31,139,148,80
Liberia,Liberia,Liberia,LR,LR,0,1,2,1,1,1,1,1,1,2,3,5,6,5,5,4,3,2,1,1,1,1,0,0,1,0,0,0,1,1,1,1,2,2,2,2,3,2,1,0,0,2,2
Libyen,Libya,Libyen,LY,LY,0,0,0,1,0,0,0,0,1,3,4,4,5,6,10,13,16,27,39,59,76,83,106,136,148,139,129,151,174,194,193,176,168,141,128,127,122,125,111,99,102,115,144
Liechtenstein,Liechtenstein,Liechtenstein,LI,LI,83,47,10,8,3,0,0,0,0,0,0,0,0,3,5,8,5,5,5,10,31,39,18,8,10,16,36,55,255,591,852,1102,1131,844,750,740,628,1128,1506,1024,662,451,281
Litauen,Lithuania,Litauen,LT,LT,24,21,18,13,3,1,5,5,5,3,3,3,2,1,2,3,5,6,9,11,14,16,16,16,24,38,52,62,84,145,293,519,681,800,951,1037,1206,1376,1337,1199,1005,716,598
Luxemburg,Luxembourg,Luxemburg,LU,LU,327,217,122,72,45,27,20,17,12,8,8,13,28,65,111,157,219,197,137,121,96,-133,-132,93,148,189,147,163,316,789,1325,1348,1264,1279,1210,1197,1189,1040,746,465,348,315,280
Madagaskar,Madagascar,Madagaskar,MG,MG,0,0,0,0,0,0,1,1,2,2,2,2,3,4,10,16,16,16,14,8,4,4,4,3,3,2,2,2,1,1,1,1,0,0,0,1,1,0,0,0,1,2,3
Malawi,Malawi,Malawi,MW,MW,keine Daten,0,0,0,0,0,0,0,1,2,1,2,3,5,6,7,7,6,5,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,11,29,60
Malaysia,Malaysia,Malaysia,MY,MY,7,7,5,3,3,3,2,2,3,3,2,1,1,0,0,0,1,1,1,1,1,0,0,2,3,3,7,15,25,34,37,42,46,45,53,55,59,64,67,85,95,116,148
Malediven,Maldives,Malediven,MV,MV,1,1,6,36,88,115,105,99,126,98,48,55,53,49,75,92,106,222,322,300,322,348,334,279,211,171,149,147,126,113,91,89,93,115,146,109,69,55,51,69,86,120,164
Mali,Mali,Mali,ML,ML,0,0,1,1,2,2,1,2,2,2,3,2,2,2,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,5,4,5,4,3,2
Malta,Malta,Malta,MT,MT,27,46,38,13,10,11,16,22,12,4,6,7,4,1,1,1,5,22,62,120,134,104,83,106,142,122,110,168,286,351,337,337,352,357,329,309,304,242,237,307,426,509,472
Marshallinseln,Marshall Islands,Marshallinseln,MH,MH,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,2,0,5,5,0,0,0,0,0,0,0,0
Mauretanien,Mauritania,Mauretanien,MR,MR,0,0,0,0,0,0,1,5,10,15,27,40,46,44,26,21,22,9,7,8,8,7,5,5,5,4,3,2,2,2,2,3,4,6,14,13,52,80,60,51,37,27,19
Mauritius,Mauritius,Mauritius,MU,MU,16,17,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,2,3,3,1,3,3,2,1,2,2,0,0,1,1,2
Mexiko,Mexico,Mexiko,MX,MX,3,4,7,12,16,20,26,33,39,44,50,55,59,63,67,73,77,72,66,61,58,58,58,55,48,47,48,47,38,45,61,59,60,57,78,104,111,116,108,95,118,156,178
Mikronesien,Micronesia,Mikronesien,FM,FM,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,1,0
Moldawien,Moldova,Moldawien,MD,MD,19,35,40,43,41,38,48,54,54,65,86,112,112,90,78,78,91,109,115,120,144,162,157,156,169,196,247,280,260,232,236,269,315,387,440,463,483,460,368,264,199,173,169
Monaco,Monaco,Monaco,MC,MC,94,88,42,3,3,3,0,3,3,0,0,3,9,21,18,3,15,24,39,45,51,97,112,121,136,118,88,73,130,218,305,544,550,290,181,169,181,272,408,541,768,901,907
Mongolei,Mongolia,Mongolei,MN,MN,0,0,1,1,0,0,3,3,1,2,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,8,11,8,4,3,7,9,9,7,6
Montenegro,Montenegro,Montenegro,ME,ME,31,30,15,8,2,0,0,0,0,0,0,6,25,67,119,159,217,239,169,125,117,121,194,309,492,579,565,572,561,471,498,966,1360,1327,1238,1155,1052,918,847,842,922,1012,946
Montserrat,Montserrat,Montserrat,MS,MS,100,120,100,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marokko,Morocco,Marokko,MA,MA,2,3,5,7,6,5,5,4,3,2,3,5,9,11,10,8,12,22,35,46,52,51,54,69,80,84,85,94,109,122,133,161,191,174,164,159,124,102,88,70,55,45,37
Mosambik,Mozambique,Mosambik,MZ,MZ,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,2,3,4,3,3,5,7,9,8,6,5,6,7,6,5,4,4,4,4,4,4,6,13,23,33
Myanmar,Myanmar/Burma,Myanmar,MM,MM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,8,14,22,32,34,31,32,31,29,33,38,37,35,31,25,19,16,15,13
Nepal,Nepal,Nepal,NP,NP,0,0,0,0,0,0,1,2,4,10,14,19,24,23,14,6,6,9,15,22,31,41,49,54,61,66,78,118,156,173,142,125,124,89,76,71,56,44,33,28,23,19,16
Niederlande,Netherlands,Niederlande,NL,NL,79,85,86,71,46,28,20,15,14,14,14,12,8,6,5,6,11,19,33,46,46,41,48,69,110,171,243,364,535,674,759,687,509,431,410,419,547,766,907,760,623,555,431
Neu-Kaledonien,New Caledonia,Neu-Kaledonien,NC,NC,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Neuseeland,New Zealand,Neuseeland,NZ,NZ,17,11,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1
Nicaragua,Nicaragua,Nicaragua,NI,NI,0,0,0,0,0,0,0,4,11,16,14,11,8,8,10,9,9,8,7,7,6,6,5,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
Niger,Niger,Niger,NE,NE,1,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,3,3,3,2
Nigeria,Nigeria,Nigeria,NG,NG,0,0,0,0,1,2,2,2,2,2,3,4,4,4,4,4,4,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,6,6,7,10,11
Nordmazedonien,North Macedonia,Nordmazedonien,MK,MK,18,27,35,27,15,12,14,16,21,51,88,100,98,93,97,100,95,93,85,81,80,57,60,85,95,93,90,159,242,290,424,617,704,721,698,637,582,498,393,275,226,237,200
Nördliche Marianen,Northern Mariana Islands,Nördliche Marianen,MP,MP,keine Daten,19,10,5,0,3,12,10,2,9,14,5,0,2,5,10,12,16,14,7,10,10,7,7,19,17,7,12,23,26,17,14,10,7,7,9,12,12,16,10,5,10,7
Norwegen,Norway,Norwegen,NO,NO,66,43,27,20,14,11,7,4,4,4,4,4,4,4,3,2,2,4,7,12,14,13,17,25,29,29,28,34,37,38,64,112,144,154,141,111,117,101,114,149,158,149,105
Oman,Oman,Oman,OM,OM,5,8,19,27,25,27,51,86,122,178,236,247,287,327,350,401,391,245,109,77,43,48,65,82,125,151,153,165,170,138,113,102,91,77,61,55,54,54,44,38,45,43,44
Pakistan,Pakistan,Pakistan,PK,PK,1,2,2,4,5,8,10,12,14,21,33,35,28,23,20,15,10,7,5,4,4,3,3,3,3,4,4,4,4,4,5,7,11,15,18,20,19,18,15,13,14,15,13
Palästina,Palestine,Palästina,PS,PS,3,3,2,4,4,1,1,1,1,1,1,7,31,67,94,110,119,112,108,121,125,140,176,205,224,190,137,125,120,127,142,159,187,278,421,543,546,549,504,392,306,219,176
Panama,Panama,Panama,PA,PA,39,56,57,55,63,62,56,57,89,127,167,223,255,281,323,355,340,324,329,336,288,235,235,224,212,204,211,226,219,206,222,239,285,354,419,532,655,842,943,920,1054,1026,764
Papua-Neuguinea,Papua New Guinea,Papua-Neuguinea,PG,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
Paraguay,Paraguay,Paraguay,PY,PY,1,1,1,1,3,7,5,2,3,4,4,3,12,15,12,18,21,27,35,58,89,104,130,149,155,152,149,154,148,139,126,112,110,125,145,160,164,178,165,119,145,183,177
